island,timestamp_lst,ghi_wh_m2,ghi_clearsky_wh_m2,wind_10m_ms,wind_50m_ms,temp_2m_c,humidity_2m_pct,precip_mm_hr,pressure_kpa
Eluvaitivu,2024-01-01T00:00,0.0,0.0,6.1,7.23,26.42,78.45,0.85,101.25
Eluvaitivu,2024-01-01T01:00,0.0,0.0,6.17,7.3,26.34,78.96,0.61,101.18
Eluvaitivu,2024-01-01T02:00,0.0,0.0,6.3,7.47,26.27,79.44,1.02,101.13
Eluvaitivu,2024-01-01T03:00,0.0,0.0,6.46,7.66,26.23,79.59,1.19,101.15
Eluvaitivu,2024-01-01T04:00,0.0,0.0,6.61,7.84,26.23,79.31,0.65,101.21
Eluvaitivu,2024-01-01T05:00,0.0,0.0,6.63,7.87,26.26,78.68,0.49,101.3
Eluvaitivu,2024-01-01T06:00,41.75,55.17,6.57,7.72,26.47,77.83,0.22,101.39
Eluvaitivu,2024-01-01T07:00,171.12,259.1,6.49,7.3,26.86,76.01,0.22,101.5
Eluvaitivu,2024-01-01T08:00,335.92,478.75,6.21,6.84,27.1,74.59,0.2,101.57
Eluvaitivu,2024-01-01T09:00,475.45,662.22,5.97,6.52,27.27,73.85,0.2,101.57
Eluvaitivu,2024-01-01T10:00,563.25,787.4,5.94,6.47,27.37,73.81,0.16,101.5
Eluvaitivu,2024-01-01T11:00,634.6,774.1,6.1,6.64,27.4,74.17,0.29,101.38
Eluvaitivu,2024-01-01T12:00,588.95,757.47,6.3,6.89,27.38,74.61,0.42,101.27
Eluvaitivu,2024-01-01T13:00,541.45,667.92,6.42,7.03,27.32,75.15,0.63,101.17
Eluvaitivu,2024-01-01T14:00,375.77,515.45,6.55,7.19,27.21,75.78,0.51,101.13
Eluvaitivu,2024-01-01T15:00,222.75,320.98,6.7,7.41,27.08,76.33,0.25,101.15
Eluvaitivu,2024-01-01T16:00,86.0,123.12,6.72,7.62,26.9,77.27,0.19,101.2
Eluvaitivu,2024-01-01T17:00,7.4,8.25,6.63,7.83,26.6,78.69,0.14,101.26
Eluvaitivu,2024-01-01T18:00,0.0,0.0,6.7,7.94,26.52,78.99,0.12,101.34
Eluvaitivu,2024-01-01T19:00,0.0,0.0,6.73,8.0,26.5,79.09,0.08,101.41
Eluvaitivu,2024-01-01T20:00,0.0,0.0,6.72,8.0,26.48,79.21,0.05,101.44
Eluvaitivu,2024-01-01T21:00,0.0,0.0,6.71,7.99,26.45,79.32,0.04,101.41
Eluvaitivu,2024-01-01T22:00,0.0,0.0,6.67,7.94,26.41,79.56,0.03,101.36
Eluvaitivu,2024-01-01T23:00,0.0,0.0,6.56,7.82,26.35,79.85,0.04,101.31
Eluvaitivu,2024-01-02T00:00,0.0,0.0,6.38,7.58,26.27,80.14,0.1,101.25
Eluvaitivu,2024-01-02T01:00,0.0,0.0,6.15,7.3,26.19,80.33,0.24,101.19
Eluvaitivu,2024-01-02T02:00,0.0,0.0,5.97,7.05,26.13,80.39,0.25,101.15
Eluvaitivu,2024-01-02T03:00,0.0,0.0,5.88,6.93,26.09,80.43,0.21,101.14
Eluvaitivu,2024-01-02T04:00,0.0,0.0,5.96,7.02,26.08,80.49,0.13,101.16
Eluvaitivu,2024-01-02T05:00,0.0,0.0,6.13,7.23,26.1,80.53,0.08,101.2
Eluvaitivu,2024-01-02T06:00,34.75,54.25,6.24,7.34,26.29,80.25,0.05,101.28
Eluvaitivu,2024-01-02T07:00,156.45,256.85,6.42,7.24,26.64,78.91,0.02,101.37
Eluvaitivu,2024-01-02T08:00,295.52,474.38,6.44,7.11,26.87,77.71,0.02,101.43
Eluvaitivu,2024-01-02T09:00,422.2,657.17,6.34,6.95,27.03,77.17,0.02,101.44
Eluvaitivu,2024-01-02T10:00,549.0,782.62,6.28,6.86,27.16,76.78,0.03,101.4
Eluvaitivu,2024-01-02T11:00,658.83,844.05,6.22,6.79,27.24,76.57,0.06,101.31
Eluvaitivu,2024-01-02T12:00,605.28,824.6,6.18,6.75,27.28,76.49,0.11,101.21
Eluvaitivu,2024-01-02T13:00,500.83,733.0,6.2,6.76,27.29,76.47,0.16,101.12
Eluvaitivu,2024-01-02T14:00,382.55,579.75,6.28,6.87,27.25,76.62,0.12,101.08
Eluvaitivu,2024-01-02T15:00,230.77,375.9,6.34,6.98,27.15,76.95,0.08,101.09
Eluvaitivu,2024-01-02T16:00,104.9,155.43,6.3,7.1,26.98,77.84,0.05,101.13
Eluvaitivu,2024-01-02T17:00,9.07,10.25,6.19,7.28,26.71,79.18,0.05,101.2
Eluvaitivu,2024-01-02T18:00,0.0,0.0,6.28,7.44,26.62,79.49,0.03,101.29
Eluvaitivu,2024-01-02T19:00,0.0,0.0,6.33,7.52,26.6,79.5,0.01,101.36
Eluvaitivu,2024-01-02T20:00,0.0,0.0,6.24,7.41,26.58,79.43,0.0,101.39
Eluvaitivu,2024-01-02T21:00,0.0,0.0,6.04,7.18,26.52,79.47,0.0,101.37
Eluvaitivu,2024-01-02T22:00,0.0,0.0,5.83,6.9,26.46,79.47,0.0,101.31
Eluvaitivu,2024-01-02T23:00,0.0,0.0,5.6,6.6,26.39,79.47,0.01,101.25
Eluvaitivu,2024-01-03T00:00,0.0,0.0,5.39,6.33,26.32,79.55,0.17,101.17
Eluvaitivu,2024-01-03T01:00,0.0,0.0,5.22,6.12,26.24,79.69,0.32,101.09
Eluvaitivu,2024-01-03T02:00,0.0,0.0,5.14,5.99,26.19,79.75,0.43,101.06
Eluvaitivu,2024-01-03T03:00,0.0,0.0,5.12,5.98,26.15,79.86,0.4,101.07
Eluvaitivu,2024-01-03T04:00,0.0,0.0,5.17,6.02,26.13,80.04,0.41,101.13
Eluvaitivu,2024-01-03T05:00,0.0,0.0,5.22,6.1,26.15,80.16,0.42,101.21
Eluvaitivu,2024-01-03T06:00,49.5,52.15,5.27,6.16,26.4,79.84,0.39,101.29
Eluvaitivu,2024-01-03T07:00,226.8,249.6,5.5,6.13,26.81,78.23,0.36,101.39
Eluvaitivu,2024-01-03T08:00,417.62,462.0,5.6,6.16,27.03,77.3,0.38,101.43
Eluvaitivu,2024-01-03T09:00,598.17,641.78,5.58,6.08,27.19,77.02,0.76,101.43
Eluvaitivu,2024-01-03T10:00,729.9,770.6,5.49,5.96,27.29,77.01,1.15,101.36
Eluvaitivu,2024-01-03T11:00,797.22,831.33,5.39,5.83,27.32,77.1,1.46,101.26
Eluvaitivu,2024-01-03T12:00,744.0,811.35,5.29,5.71,27.27,77.5,1.54,101.14
Eluvaitivu,2024-01-03T13:00,652.35,720.78,5.29,5.7,27.19,77.97,1.17,101.05
Eluvaitivu,2024-01-03T14:00,491.23,564.88,5.53,5.98,27.09,78.43,0.7,101.0
Eluvaitivu,2024-01-03T15:00,317.5,361.65,5.8,6.34,26.99,78.85,0.3,101.01
Eluvaitivu,2024-01-03T16:00,132.75,145.32,5.91,6.64,26.87,79.58,0.22,101.05
Eluvaitivu,2024-01-03T17:00,9.68,10.0,5.87,6.89,26.67,80.58,0.06,101.12
Eluvaitivu,2024-01-03T18:00,0.0,0.0,5.98,7.07,26.64,80.46,0.05,101.2
Eluvaitivu,2024-01-03T19:00,0.0,0.0,6.02,7.15,26.65,80.16,0.03,101.27
Eluvaitivu,2024-01-03T20:00,0.0,0.0,5.88,7.0,26.64,80.13,0.03,101.29
Eluvaitivu,2024-01-03T21:00,0.0,0.0,5.65,6.72,26.62,80.26,0.06,101.28
Eluvaitivu,2024-01-03T22:00,0.0,0.0,5.4,6.4,26.6,80.32,0.08,101.23
Eluvaitivu,2024-01-03T23:00,0.0,0.0,5.17,6.1,26.58,80.38,0.1,101.19
Eluvaitivu,2024-01-04T00:00,0.0,0.0,4.98,5.85,26.57,80.37,0.09,101.13
Eluvaitivu,2024-01-04T01:00,0.0,0.0,4.85,5.68,26.54,80.56,0.11,101.06
Eluvaitivu,2024-01-04T02:00,0.0,0.0,4.63,5.39,26.51,80.39,0.09,101.02
Eluvaitivu,2024-01-04T03:00,0.0,0.0,4.43,5.14,26.52,79.9,0.11,101.04
Eluvaitivu,2024-01-04T04:00,0.0,0.0,4.34,5.02,26.53,79.58,0.14,101.1
Eluvaitivu,2024-01-04T05:00,0.0,0.0,4.28,4.93,26.54,79.45,0.15,101.17
Eluvaitivu,2024-01-04T06:00,30.48,49.65,4.22,4.92,26.79,78.98,0.13,101.25
Eluvaitivu,2024-01-04T07:00,175.75,244.85,4.38,4.87,27.18,77.27,0.23,101.34
Eluvaitivu,2024-01-04T08:00,390.8,459.55,4.54,4.96,27.37,76.67,0.48,101.4
Eluvaitivu,2024-01-04T09:00,601.4,640.1,4.71,5.13,27.55,76.44,0.24,101.4
Eluvaitivu,2024-01-04T10:00,710.3,762.53,4.83,5.25,27.67,76.42,0.2,101.35
Eluvaitivu,2024-01-04T11:00,755.47,817.3,4.82,5.25,27.72,76.59,0.2,101.24
Eluvaitivu,2024-01-04T12:00,738.6,798.4,4.81,5.22,27.75,76.75,0.36,101.13
Eluvaitivu,2024-01-04T13:00,665.97,715.75,4.89,5.31,27.77,76.94,0.3,101.05
Eluvaitivu,2024-01-04T14:00,486.42,568.92,5.14,5.61,27.72,77.34,0.29,101.0
Eluvaitivu,2024-01-04T15:00,310.3,370.0,5.45,5.99,27.59,78.1,0.25,101.0
Eluvaitivu,2024-01-04T16:00,129.57,154.23,5.54,6.23,27.39,79.49,0.26,101.04
Eluvaitivu,2024-01-04T17:00,10.18,10.95,5.37,6.33,27.12,81.47,0.33,101.1
Eluvaitivu,2024-01-04T18:00,0.0,0.0,5.31,6.31,27.04,82.11,0.34,101.19
Eluvaitivu,2024-01-04T19:00,0.0,0.0,5.17,6.15,27.0,82.49,0.29,101.27
Eluvaitivu,2024-01-04T20:00,0.0,0.0,5.06,6.01,26.94,82.99,0.22,101.3
Eluvaitivu,2024-01-04T21:00,0.0,0.0,5.03,5.97,26.85,83.6,0.2,101.29
Eluvaitivu,2024-01-04T22:00,0.0,0.0,5.01,5.93,26.76,84.19,0.26,101.24
Eluvaitivu,2024-01-04T23:00,0.0,0.0,4.95,5.84,26.68,84.68,0.39,101.19
Eluvaitivu,2024-01-05T00:00,0.0,0.0,4.85,5.71,26.58,85.21,0.47,101.11
Eluvaitivu,2024-01-05T01:00,0.0,0.0,4.79,5.63,26.48,85.74,0.65,101.05
Eluvaitivu,2024-01-05T02:00,0.0,0.0,4.68,5.49,26.41,85.92,1.19,101.0
Eluvaitivu,2024-01-05T03:00,0.0,0.0,4.56,5.32,26.37,85.85,2.11,101.01
Eluvaitivu,2024-01-05T04:00,0.0,0.0,4.5,5.25,26.37,85.66,2.22,101.05
Eluvaitivu,2024-01-05T05:00,0.0,0.0,4.52,5.27,26.37,85.58,1.93,101.12
Eluvaitivu,2024-01-05T06:00,38.1,54.65,4.71,5.45,26.57,85.23,1.33,101.2
Eluvaitivu,2024-01-05T07:00,176.0,259.98,5.22,5.78,26.86,84.09,1.17,101.29
Eluvaitivu,2024-01-05T08:00,345.33,475.3,5.71,6.29,27.09,83.05,1.39,101.34
Eluvaitivu,2024-01-05T09:00,520.6,654.83,6.02,6.65,27.29,81.94,1.81,101.33
Eluvaitivu,2024-01-05T10:00,641.05,777.5,6.08,6.72,27.44,81.04,2.01,101.26
Eluvaitivu,2024-01-05T11:00,644.45,839.0,5.99,6.61,27.52,80.46,2.65,101.17
Eluvaitivu,2024-01-05T12:00,555.85,823.15,5.85,6.44,27.59,79.97,2.93,101.07
Eluvaitivu,2024-01-05T13:00,472.05,735.15,5.83,6.42,27.65,79.52,2.92,101.02
Eluvaitivu,2024-01-05T14:00,393.08,583.03,5.97,6.6,27.65,79.37,2.21,101.0
Eluvaitivu,2024-01-05T15:00,244.82,382.27,6.21,6.9,27.56,79.7,1.35,100.99
Eluvaitivu,2024-01-05T16:00,107.28,161.82,6.31,7.16,27.39,80.57,0.9,101.03
Eluvaitivu,2024-01-05T17:00,9.3,11.7,6.25,7.37,27.14,82.12,0.98,101.1
Eluvaitivu,2024-01-05T18:00,0.0,0.0,6.33,7.5,27.04,82.81,1.12,101.18
Eluvaitivu,2024-01-05T19:00,0.0,0.0,6.31,7.49,26.99,83.25,0.86,101.26
Eluvaitivu,2024-01-05T20:00,0.0,0.0,6.18,7.37,26.96,83.37,0.65,101.28
Eluvaitivu,2024-01-05T21:00,0.0,0.0,6.06,7.23,26.95,83.36,0.47,101.27
Eluvaitivu,2024-01-05T22:00,0.0,0.0,5.96,7.12,26.93,83.43,0.63,101.23
Eluvaitivu,2024-01-05T23:00,0.0,0.0,5.91,7.07,26.92,83.52,0.91,101.17
Eluvaitivu,2024-01-06T00:00,0.0,0.0,5.87,7.02,26.91,83.6,1.27,101.1
Eluvaitivu,2024-01-06T01:00,0.0,0.0,5.81,6.95,26.88,83.86,2.75,101.02
Eluvaitivu,2024-01-06T02:00,0.0,0.0,5.7,6.81,26.82,84.33,4.63,100.96
Eluvaitivu,2024-01-06T03:00,0.0,0.0,5.61,6.68,26.77,84.72,6.67,100.97
Eluvaitivu,2024-01-06T04:00,0.0,0.0,5.54,6.59,26.73,85.1,8.67,101.01
Eluvaitivu,2024-01-06T05:00,0.0,0.0,5.46,6.49,26.71,85.38,5.32,101.07
Eluvaitivu,2024-01-06T06:00,40.08,53.45,5.45,6.36,26.86,85.28,6.3,101.14
Eluvaitivu,2024-01-06T07:00,195.1,259.92,5.61,6.26,27.08,84.65,6.35,101.23
Eluvaitivu,2024-01-06T08:00,370.1,477.15,5.74,6.37,27.25,83.99,8.13,101.29
Eluvaitivu,2024-01-06T09:00,502.33,658.03,5.88,6.52,27.44,82.92,7.99,101.28
Eluvaitivu,2024-01-06T10:00,551.15,783.62,5.85,6.49,27.56,82.43,9.26,101.22
Eluvaitivu,2024-01-06T11:00,579.97,833.85,5.71,6.32,27.61,82.33,8.75,101.13
Eluvaitivu,2024-01-06T12:00,543.8,818.25,5.47,6.05,27.67,82.06,8.23,101.04
Eluvaitivu,2024-01-06T13:00,483.33,729.97,5.22,5.76,27.66,82.01,8.01,100.98
Eluvaitivu,2024-01-06T14:00,321.9,576.83,5.11,5.65,27.61,82.26,6.48,100.94
Eluvaitivu,2024-01-06T15:00,197.88,374.17,5.16,5.7,27.53,82.83,6.5,100.95
Eluvaitivu,2024-01-06T16:00,80.38,156.35,5.23,5.86,27.38,84.03,5.86,101.0
Eluvaitivu,2024-01-06T17:00,9.6,11.57,5.3,6.21,27.12,86.0,5.93,101.07
Eluvaitivu,2024-01-06T18:00,0.0,0.0,5.69,6.74,27.0,87.11,6.13,101.14
Eluvaitivu,2024-01-06T19:00,0.0,0.0,6.16,7.29,26.94,88.02,5.8,101.21
Eluvaitivu,2024-01-06T20:00,0.0,0.0,6.51,7.69,26.88,88.8,5.45,101.24
Eluvaitivu,2024-01-06T21:00,0.0,0.0,6.68,7.88,26.8,89.44,5.44,101.23
Eluvaitivu,2024-01-06T22:00,0.0,0.0,6.67,7.87,26.74,89.72,6.59,101.19
Eluvaitivu,2024-01-06T23:00,0.0,0.0,6.38,7.51,26.67,90.24,7.38,101.15
Eluvaitivu,2024-01-07T00:00,0.0,0.0,6.02,7.07,26.61,90.74,8.44,101.11
Eluvaitivu,2024-01-07T01:00,0.0,0.0,5.66,6.59,26.55,91.33,8.96,101.05
Eluvaitivu,2024-01-07T02:00,0.0,0.0,5.47,6.34,26.49,91.8,9.99,101.0
Eluvaitivu,2024-01-07T03:00,0.0,0.0,5.47,6.32,26.45,91.95,9.43,100.99
Eluvaitivu,2024-01-07T04:00,0.0,0.0,5.48,6.31,26.39,92.07,8.68,101.01
Eluvaitivu,2024-01-07T05:00,0.0,0.0,5.43,6.23,26.29,92.0,7.9,101.05
Eluvaitivu,2024-01-07T06:00,40.7,51.0,5.33,6.07,26.29,91.32,8.47,101.11
Eluvaitivu,2024-01-07T07:00,178.48,251.6,5.23,5.77,26.35,90.43,8.28,101.21
Eluvaitivu,2024-01-07T08:00,348.42,468.38,5.3,5.78,26.43,89.62,9.51,101.29
Eluvaitivu,2024-01-07T09:00,534.33,650.5,5.6,6.12,26.55,88.86,10.71,101.31
Eluvaitivu,2024-01-07T10:00,620.53,776.17,5.78,6.32,26.71,88.04,11.13,101.27
Eluvaitivu,2024-01-07T11:00,618.5,827.75,5.75,6.3,26.82,87.38,16.11,101.16
Eluvaitivu,2024-01-07T12:00,716.72,809.38,5.23,5.75,26.87,86.88,17.02,101.03
Eluvaitivu,2024-01-07T13:00,642.17,717.72,4.66,5.13,26.9,86.15,18.24,100.93
Eluvaitivu,2024-01-07T14:00,508.2,567.9,4.19,4.63,26.95,85.27,19.27,100.87
Eluvaitivu,2024-01-07T15:00,324.95,372.92,3.39,3.73,26.97,84.66,23.49,100.86
Eluvaitivu,2024-01-07T16:00,131.07,157.0,2.3,2.54,26.94,85.03,25.65,100.9
Eluvaitivu,2024-01-07T17:00,10.27,12.0,2.14,2.43,26.83,86.38,26.76,100.99
Eluvaitivu,2024-01-07T18:00,0.0,0.0,3.23,3.76,26.86,86.58,29.19,101.09
Eluvaitivu,2024-01-07T19:00,0.0,0.0,4.51,5.38,26.95,86.78,27.23,101.18
Eluvaitivu,2024-01-07T20:00,0.0,0.0,5.35,6.39,27.0,87.51,21.09,101.23
Eluvaitivu,2024-01-07T21:00,0.0,0.0,5.62,6.69,26.97,88.77,19.24,101.22
Eluvaitivu,2024-01-07T22:00,0.0,0.0,5.56,6.63,26.87,90.09,18.31,101.16
Eluvaitivu,2024-01-07T23:00,0.0,0.0,5.46,6.52,26.82,90.89,18.67,101.11
Eluvaitivu,2024-01-08T00:00,0.0,0.0,5.48,6.54,26.84,91.0,15.26,101.06
Eluvaitivu,2024-01-08T01:00,0.0,0.0,5.53,6.61,26.86,91.03,13.55,101.0
Eluvaitivu,2024-01-08T02:00,0.0,0.0,5.55,6.65,26.88,90.97,11.79,100.96
Eluvaitivu,2024-01-08T03:00,0.0,0.0,5.48,6.57,26.94,90.54,9.43,100.98
Eluvaitivu,2024-01-08T04:00,0.0,0.0,5.48,6.59,27.01,89.96,8.81,101.05
Eluvaitivu,2024-01-08T05:00,0.0,0.0,5.39,6.48,27.04,89.48,8.18,101.14
Eluvaitivu,2024-01-08T06:00,31.23,51.83,5.31,6.34,27.18,88.88,7.66,101.24
Eluvaitivu,2024-01-08T07:00,162.73,257.08,5.37,6.14,27.39,88.06,7.37,101.34
Eluvaitivu,2024-01-08T08:00,332.92,476.3,5.46,6.21,27.49,87.64,7.35,101.4
Eluvaitivu,2024-01-08T09:00,442.3,660.33,5.6,6.35,27.52,87.36,7.29,101.4
Eluvaitivu,2024-01-08T10:00,580.85,788.58,5.59,6.3,27.46,87.45,9.36,101.36
Eluvaitivu,2024-01-08T11:00,623.65,831.38,5.44,6.07,27.31,88.05,12.0,101.26
Eluvaitivu,2024-01-08T12:00,465.2,819.1,5.25,5.81,27.15,88.56,14.2,101.15
Eluvaitivu,2024-01-08T13:00,489.23,733.33,5.16,5.68,27.01,88.87,15.9,101.07
Eluvaitivu,2024-01-08T14:00,320.7,582.33,5.3,5.83,26.88,89.31,18.07,101.05
Eluvaitivu,2024-01-08T15:00,223.2,382.42,5.58,6.19,26.78,89.77,20.69,101.08
Eluvaitivu,2024-01-08T16:00,99.7,164.82,5.85,6.67,26.76,89.82,22.71,101.12
Eluvaitivu,2024-01-08T17:00,7.75,12.93,6.13,7.2,26.74,89.79,23.63,101.17
Eluvaitivu,2024-01-08T18:00,0.0,0.0,6.52,7.71,26.81,89.5,22.49,101.25
Eluvaitivu,2024-01-08T19:00,0.0,0.0,6.88,8.18,26.89,89.05,19.54,101.33
Eluvaitivu,2024-01-08T20:00,0.0,0.0,6.94,8.25,26.91,88.89,17.05,101.36
Eluvaitivu,2024-01-08T21:00,0.0,0.0,6.87,8.19,26.87,88.99,17.4,101.35
Eluvaitivu,2024-01-08T22:00,0.0,0.0,6.92,8.23,26.81,89.04,19.01,101.29
Eluvaitivu,2024-01-08T23:00,0.0,0.0,6.95,8.3,26.75,88.9,22.59,101.25
Eluvaitivu,2024-01-09T00:00,0.0,0.0,6.98,8.32,26.71,88.51,27.04,101.18
Eluvaitivu,2024-01-09T01:00,0.0,0.0,6.89,8.19,26.65,88.44,31.41,101.1
Eluvaitivu,2024-01-09T02:00,0.0,0.0,6.7,7.95,26.63,88.08,34.92,101.05
Eluvaitivu,2024-01-09T03:00,0.0,0.0,6.53,7.8,26.65,87.57,33.59,101.05
Eluvaitivu,2024-01-09T04:00,0.0,0.0,6.63,7.93,26.69,87.03,27.6,101.08
Eluvaitivu,2024-01-09T05:00,0.0,0.0,6.91,8.27,26.76,86.55,21.92,101.14
Eluvaitivu,2024-01-09T06:00,15.0,50.25,7.28,8.65,26.91,85.99,17.33,101.22
Eluvaitivu,2024-01-09T07:00,54.12,250.4,7.66,8.97,27.14,85.25,14.3,101.3
Eluvaitivu,2024-01-09T08:00,80.68,465.08,8.21,9.52,27.3,84.46,28.92,101.35
Eluvaitivu,2024-01-09T09:00,81.12,646.15,8.8,10.2,27.44,83.45,25.16,101.33
Eluvaitivu,2024-01-09T10:00,91.65,771.72,9.32,10.88,27.56,81.88,21.04,101.29
Eluvaitivu,2024-01-09T11:00,131.55,829.53,9.54,11.12,27.56,80.53,17.37,101.22
Eluvaitivu,2024-01-09T12:00,114.38,813.97,9.46,11.0,27.49,79.96,10.24,101.12
Eluvaitivu,2024-01-09T13:00,85.53,724.95,9.41,10.94,27.42,79.7,5.44,101.04
Eluvaitivu,2024-01-09T14:00,82.43,570.67,9.28,10.82,27.36,79.48,3.42,101.01
Eluvaitivu,2024-01-09T15:00,109.3,368.85,8.94,10.47,27.27,79.62,2.11,101.04
Eluvaitivu,2024-01-09T16:00,56.42,153.93,8.48,10.02,27.14,80.1,1.89,101.11
Eluvaitivu,2024-01-09T17:00,6.82,12.48,8.18,9.83,26.98,80.82,1.96,101.18
Eluvaitivu,2024-01-09T18:00,0.0,0.0,8.13,9.78,26.95,80.9,1.94,101.26
Eluvaitivu,2024-01-09T19:00,0.0,0.0,8.13,9.84,26.94,80.79,2.24,101.35
Eluvaitivu,2024-01-09T20:00,0.0,0.0,8.18,9.9,26.95,80.59,3.34,101.38
Eluvaitivu,2024-01-09T21:00,0.0,0.0,8.17,9.91,26.96,80.52,3.88,101.35
Eluvaitivu,2024-01-09T22:00,0.0,0.0,8.22,9.95,26.93,80.61,4.47,101.29
Eluvaitivu,2024-01-09T23:00,0.0,0.0,8.3,10.05,26.89,80.79,4.56,101.23
Eluvaitivu,2024-01-10T00:00,0.0,0.0,8.35,10.1,26.85,80.75,5.47,101.16
Eluvaitivu,2024-01-10T01:00,0.0,0.0,8.23,9.95,26.83,80.61,6.54,101.09
Eluvaitivu,2024-01-10T02:00,0.0,0.0,8.05,9.75,26.82,80.44,5.34,101.04
Eluvaitivu,2024-01-10T03:00,0.0,0.0,7.77,9.41,26.79,80.5,3.84,101.05
Eluvaitivu,2024-01-10T04:00,0.0,0.0,7.49,9.07,26.79,80.38,3.25,101.07
Eluvaitivu,2024-01-10T05:00,0.0,0.0,7.32,8.87,26.8,80.24,3.03,101.13
Eluvaitivu,2024-01-10T06:00,9.02,46.58,7.25,8.71,26.92,79.83,3.27,101.21
Eluvaitivu,2024-01-10T07:00,65.6,242.07,7.31,8.51,27.16,79.06,2.59,101.31
Eluvaitivu,2024-01-10T08:00,192.48,456.52,7.38,8.45,27.36,77.77,0.36,101.35
Eluvaitivu,2024-01-10T09:00,228.62,636.9,7.52,8.6,27.49,76.83,0.24,101.34
Eluvaitivu,2024-01-10T10:00,249.7,762.7,7.61,8.68,27.55,76.61,0.23,101.29
Eluvaitivu,2024-01-10T11:00,355.55,818.97,7.6,8.66,27.58,76.85,0.45,101.22
Eluvaitivu,2024-01-10T12:00,367.2,802.22,7.55,8.59,27.56,77.25,0.48,101.12
Eluvaitivu,2024-01-10T13:00,359.1,713.42,7.4,8.4,27.51,77.68,0.51,101.03
Eluvaitivu,2024-01-10T14:00,281.33,562.42,7.3,8.28,27.42,78.24,0.28,101.0
Eluvaitivu,2024-01-10T15:00,188.77,362.45,7.18,8.16,27.31,78.9,0.11,101.03
Eluvaitivu,2024-01-10T16:00,81.75,150.27,6.93,8.01,27.14,80.04,0.11,101.08
Eluvaitivu,2024-01-10T17:00,8.77,12.57,6.81,8.11,26.92,81.59,0.1,101.16
Eluvaitivu,2024-01-10T18:00,0.0,0.0,7.04,8.41,26.87,82.13,0.11,101.25
Eluvaitivu,2024-01-10T19:00,0.0,0.0,7.21,8.63,26.86,82.58,0.5,101.37
Eluvaitivu,2024-01-10T20:00,0.0,0.0,7.22,8.68,26.86,82.73,1.72,101.44
Eluvaitivu,2024-01-10T21:00,0.0,0.0,7.23,8.68,26.84,82.75,1.62,101.46
Eluvaitivu,2024-01-10T22:00,0.0,0.0,7.21,8.67,26.81,82.63,0.52,101.41
Eluvaitivu,2024-01-10T23:00,0.0,0.0,7.22,8.7,26.77,82.29,0.07,101.35
Eluvaitivu,2024-01-11T00:00,0.0,0.0,7.29,8.78,26.74,81.44,0.02,101.26
Eluvaitivu,2024-01-11T01:00,0.0,0.0,7.44,8.95,26.7,80.69,0.0,101.16
Eluvaitivu,2024-01-11T02:00,0.0,0.0,7.42,8.92,26.63,80.11,0.0,101.09
Eluvaitivu,2024-01-11T03:00,0.0,0.0,7.25,8.7,26.55,79.77,0.0,101.11
Eluvaitivu,2024-01-11T04:00,0.0,0.0,7.09,8.54,26.48,79.5,0.0,101.16
Eluvaitivu,2024-01-11T05:00,0.0,0.0,7.03,8.47,26.42,79.01,0.0,101.24
Eluvaitivu,2024-01-11T06:00,29.65,44.1,7.11,8.49,26.54,78.02,0.0,101.34
Eluvaitivu,2024-01-11T07:00,153.2,236.85,7.4,8.48,26.82,76.49,0.0,101.43
Eluvaitivu,2024-01-11T08:00,318.88,456.02,7.72,8.7,26.99,75.76,0.0,101.46
Eluvaitivu,2024-01-11T09:00,476.98,644.7,8.09,9.08,27.12,75.47,0.0,101.43
Eluvaitivu,2024-01-11T10:00,541.3,778.15,8.53,9.59,27.2,75.6,0.0,101.36
Eluvaitivu,2024-01-11T11:00,609.15,809.8,8.79,9.9,27.22,75.88,0.0,101.26
Eluvaitivu,2024-01-11T12:00,690.97,795.55,8.89,10.03,27.2,76.19,0.0,101.15
Eluvaitivu,2024-01-11T13:00,542.58,705.38,8.91,10.06,27.13,76.66,0.0,101.06
Eluvaitivu,2024-01-11T14:00,461.52,548.7,8.73,9.87,27.06,77.04,0.0,101.03
Eluvaitivu,2024-01-11T15:00,295.12,354.58,8.36,9.49,26.98,77.46,0.0,101.05
Eluvaitivu,2024-01-11T16:00,121.65,149.73,7.92,9.13,26.82,78.23,0.0,101.09
Eluvaitivu,2024-01-11T17:00,12.4,13.27,7.48,8.9,26.58,79.43,0.0,101.15
Eluvaitivu,2024-01-11T18:00,0.0,0.0,7.38,8.85,26.53,79.44,0.0,101.22
Eluvaitivu,2024-01-11T19:00,0.0,0.0,7.35,8.85,26.54,78.92,0.01,101.31
Eluvaitivu,2024-01-11T20:00,0.0,0.0,7.35,8.86,26.54,78.63,0.01,101.35
Eluvaitivu,2024-01-11T21:00,0.0,0.0,7.35,8.88,26.51,78.64,0.01,101.37
Eluvaitivu,2024-01-11T22:00,0.0,0.0,7.36,8.89,26.48,78.62,0.01,101.35
Eluvaitivu,2024-01-11T23:00,0.0,0.0,7.33,8.86,26.44,78.45,0.01,101.3
Eluvaitivu,2024-01-12T00:00,0.0,0.0,7.29,8.8,26.38,78.39,0.01,101.22
Eluvaitivu,2024-01-12T01:00,0.0,0.0,7.3,8.81,26.32,78.32,0.02,101.13
Eluvaitivu,2024-01-12T02:00,0.0,0.0,7.35,8.87,26.28,78.23,0.02,101.08
